"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
43;"technician";"married";"secondary";"no";0;"no";"yes";"cellular";8;"may";9;2;172;5;"failure";"no"
31;"management";"married";"tertiary";"no";395;"yes";"no";"cellular";9;"feb";155;3;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";2349;"no";"no";"cellular";14;"aug";134;5;-1;0;"unknown";"no"
55;"blue-collar";"divorced";"primary";"no";410;"no";"yes";"cellular";11;"jul";221;2;-1;0;"unknown";"no"
58;"retired";"married";"primary";"no";3401;"yes";"no";"cellular";3;"feb";84;3;265;2;"failure";"no"
46;"blue-collar";"married";"primary";"no";222;"no";"no";"cellular";8;"aug";71;2;-1;0;"unknown";"no"
55;"blue-collar";"married";"secondary";"no";989;"yes";"yes";"unknown";23;"may";246;4;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"no";415;"no";"yes";"cellular";23;"jul";361;2;-1;0;"unknown";"no"
28;"unemployed";"single";"secondary";"no";16;"no";"no";"cellular";12;"aug";119;4;-1;0;"unknown";"no"
42;"technician";"divorced";"tertiary";"no";7190;"yes";"no";"cellular";29;"jul";375;2;-1;0;"unknown";"no"
29;"blue-collar";"single";"secondary";"no";482;"no";"yes";"cellular";10;"jul";1097;3;-1;0;"unknown";"yes"
54;"housemaid";"married";"secondary";"no";209;"yes";"yes";"cellular";25;"jul";97;1;-1;0;"unknown";"no"
32;"technician";"single";"secondary";"no";0;"no";"no";"cellular";26;"aug";181;2;-1;0;"unknown";"no"
39;"technician";"single";"tertiary";"no";5803;"no";"no";"cellular";2;"feb";83;3;-1;0;"unknown";"no"
53;"entrepreneur";"married";"tertiary";"no";624;"no";"yes";"cellular";21;"jul";180;4;-1;0;"unknown";"no"
58;"technician";"married";"tertiary";"no";883;"no";"no";"cellular";18;"aug";543;1;78;2;"failure";"no"
40;"self-employed";"married";"secondary";"no";1516;"yes";"yes";"unknown";23;"may";373;1;-1;0;"unknown";"no"
29;"student";"single";"secondary";"no";872;"yes";"no";"unknown";7;"may";230;1;-1;0;"unknown";"no"
33;"technician";"married";"tertiary";"no";-988;"yes";"yes";"cellular";15;"jul";83;3;-1;0;"unknown";"no"
38;"admin.";"single";"secondary";"no";902;"yes";"no";"telephone";31;"jul";58;13;-1;0;"unknown";"no"
56;"services";"divorced";"secondary";"no";1007;"no";"no";"cellular";29;"jul";88;6;-1;0;"unknown";"no"
40;"services";"married";"secondary";"no";0;"yes";"no";"cellular";2;"jun";297;1;28;3;"failure";"no"
24;"blue-collar";"single";"secondary";"no";174;"yes";"yes";"cellular";18;"may";487;1;-1;0;"unknown";"yes"
46;"management";"married";"secondary";"no";12186;"no";"no";"unknown";20;"jun";29;3;-1;0;"unknown";"no"
35;"self-employed";"married";"secondary";"no";524;"yes";"no";"cellular";21;"nov";484;4;-1;0;"unknown";"no"
35;"blue-collar";"single";"tertiary";"no";0;"yes";"no";"cellular";21;"jul";262;4;-1;0;"unknown";"no"
34;"technician";"married";"secondary";"no";4;"yes";"no";"unknown";15;"may";644;1;-1;0;"unknown";"no"
35;"housemaid";"married";"tertiary";"no";11219;"no";"no";"cellular";12;"aug";699;2;79;1;"failure";"no"
38;"technician";"single";"tertiary";"no";0;"no";"no";"cellular";28;"aug";247;2;-1;0;"unknown";"no"
50;"blue-collar";"married";"primary";"no";5776;"no";"no";"cellular";18;"nov";49;3;-1;0;"unknown";"no"
51;"blue-collar";"divorced";"primary";"no";37;"yes";"no";"cellular";13;"may";341;1;-1;0;"unknown";"no"
59;"self-employed";"married";"tertiary";"no";593;"no";"no";"unknown";13;"may";64;2;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";1148;"yes";"no";"cellular";20;"apr";121;1;-1;0;"unknown";"no"
37;"blue-collar";"single";"secondary";"no";3561;"yes";"no";"unknown";2;"jun";98;1;-1;0;"unknown";"no"
42;"admin.";"divorced";"secondary";"no";63;"no";"no";"unknown";16;"may";88;6;-1;0;"unknown";"no"
40;"student";"married";"secondary";"no";260;"no";"no";"unknown";20;"jun";197;6;-1;0;"unknown";"no"
28;"technician";"single";"tertiary";"no";2269;"yes";"no";"unknown";9;"may";331;1;-1;0;"unknown";"no"
47;"admin.";"married";"secondary";"no";1060;"yes";"no";"unknown";6;"jun";83;3;-1;0;"unknown";"no"
27;"self-employed";"married";"secondary";"no";-220;"yes";"no";"unknown";26;"may";138;2;-1;0;"unknown";"no"
41;"management";"married";"tertiary";"no";49;"yes";"no";"cellular";17;"jul";312;5;-1;0;"unknown";"no"
34;"admin.";"married";"tertiary";"no";69;"no";"yes";"cellular";4;"aug";120;3;1;6;"success";"yes"
50;"blue-collar";"married";"primary";"no";4108;"yes";"no";"cellular";7;"aug";526;2;-1;0;"unknown";"yes"
47;"blue-collar";"married";"secondary";"no";480;"yes";"no";"unknown";28;"may";211;2;-1;0;"unknown";"no"
53;"services";"married";"secondary";"no";4994;"no";"no";"cellular";18;"aug";62;6;-1;0;"unknown";"no"
53;"technician";"divorced";"secondary";"no";0;"yes";"yes";"cellular";15;"jul";135;5;-1;0;"unknown";"no"
47;"management";"married";"tertiary";"no";3681;"no";"no";"cellular";14;"aug";101;2;-1;0;"unknown";"no"
49;"entrepreneur";"divorced";"unknown";"yes";-701;"yes";"no";"cellular";30;"jul";988;2;-1;0;"unknown";"yes"
29;"management";"married";"tertiary";"no";451;"no";"no";"cellular";28;"jan";451;1;-1;0;"unknown";"no"
45;"blue-collar";"divorced";"primary";"no";-311;"yes";"no";"unknown";23;"may";1030;1;-1;0;"unknown";"yes"
38;"entrepreneur";"married";"secondary";"no";593;"yes";"yes";"cellular";24;"jul";1484;24;-1;0;"unknown";"yes"
32;"blue-collar";"married";"secondary";"no";759;"yes";"no";"cellular";9;"apr";317;5;-1;0;"unknown";"yes"
70;"retired";"divorced";"primary";"no";4531;"no";"no";"cellular";18;"may";445;1;-1;0;"unknown";"no"
65;"retired";"divorced";"primary";"no";1840;"no";"no";"cellular";1;"jun";383;2;188;5;"failure";"no"
56;"blue-collar";"married";"secondary";"no";345;"yes";"no";"telephone";22;"jul";605;1;-1;0;"unknown";"no"
35;"blue-collar";"married";"secondary";"no";1287;"yes";"no";"cellular";14;"jul";330;2;-1;0;"unknown";"no"
56;"management";"married";"unknown";"no";353;"no";"yes";"cellular";25;"jul";171;2;-1;0;"unknown";"no"
56;"technician";"married";"secondary";"no";205;"no";"yes";"cellular";23;"jul";442;2;-1;0;"unknown";"no"
49;"entrepreneur";"married";"secondary";"no";687;"yes";"no";"cellular";17;"apr";772;1;-1;0;"unknown";"yes"
38;"unemployed";"married";"primary";"no";1147;"yes";"yes";"unknown";8;"may";249;5;-1;0;"unknown";"no"
35;"management";"married";"tertiary";"no";4286;"yes";"no";"unknown";9;"may";357;1;-1;0;"unknown";"no"
38;"admin.";"married";"tertiary";"no";605;"no";"no";"cellular";18;"nov";147;2;-1;0;"unknown";"no"
49;"blue-collar";"married";"secondary";"no";8545;"yes";"yes";"cellular";6;"may";199;7;167;1;"failure";"no"
55;"management";"married";"unknown";"no";559;"no";"no";"cellular";28;"jan";271;2;-1;0;"unknown";"no"
43;"blue-collar";"single";"primary";"no";2;"yes";"no";"cellular";30;"jul";783;3;-1;0;"unknown";"no"
43;"management";"married";"tertiary";"no";2;"no";"yes";"cellular";20;"aug";472;2;-1;0;"unknown";"no"
25;"admin.";"single";"tertiary";"no";760;"yes";"no";"cellular";27;"may";223;3;89;2;"failure";"yes"
30;"blue-collar";"married";"primary";"no";1317;"yes";"no";"unknown";21;"may";395;2;-1;0;"unknown";"no"
46;"blue-collar";"married";"secondary";"no";182;"no";"no";"cellular";4;"feb";56;1;-1;0;"unknown";"no"
50;"admin.";"married";"primary";"no";276;"no";"yes";"unknown";17;"jun";641;6;-1;0;"unknown";"no"
35;"entrepreneur";"married";"secondary";"no";2971;"no";"no";"cellular";4;"may";429;4;164;2;"failure";"yes"
26;"unemployed";"single";"secondary";"no";1064;"no";"no";"unknown";31;"may";113;1;-1;0;"unknown";"no"
45;"admin.";"married";"unknown";"no";1783;"no";"no";"unknown";20;"jun";11;11;-1;0;"unknown";"no"
37;"blue-collar";"married";"secondary";"no";-67;"no";"no";"cellular";2;"feb";157;1;-1;0;"unknown";"no"
60;"self-employed";"single";"tertiary";"no";179;"no";"yes";"cellular";29;"jul";79;4;-1;0;"unknown";"no"
38;"management";"married";"tertiary";"no";1199;"no";"no";"cellular";4;"aug";178;1;1;1;"success";"yes"
47;"blue-collar";"married";"primary";"no";214;"yes";"yes";"unknown";9;"jun";168;1;-1;0;"unknown";"no"
33;"technician";"married";"secondary";"no";6699;"no";"no";"cellular";9;"nov";425;1;462;1;"failure";"no"
51;"unemployed";"married";"secondary";"no";1760;"no";"yes";"cellular";19;"nov";162;1;-1;0;"unknown";"no"
35;"entrepreneur";"single";"tertiary";"no";145;"yes";"no";"cellular";18;"jul";799;2;-1;0;"unknown";"yes"
35;"unemployed";"married";"secondary";"no";978;"no";"no";"cellular";29;"dec";1370;3;209;3;"success";"yes"
48;"admin.";"single";"secondary";"no";1150;"yes";"no";"unknown";28;"may";357;1;-1;0;"unknown";"no"
37;"admin.";"married";"secondary";"no";121;"no";"no";"cellular";22;"jul";22;6;-1;0;"unknown";"no"
29;"technician";"single";"tertiary";"no";828;"yes";"no";"cellular";16;"apr";215;3;321;3;"other";"no"
34;"admin.";"married";"secondary";"no";244;"yes";"no";"cellular";31;"jul";56;4;-1;0;"unknown";"no"
32;"services";"married";"primary";"no";228;"yes";"no";"cellular";21;"jul";1017;6;-1;0;"unknown";"yes"
30;"management";"single";"tertiary";"no";424;"no";"no";"cellular";16;"apr";298;4;-1;0;"unknown";"yes"
47;"management";"divorced";"tertiary";"no";447;"no";"yes";"unknown";7;"may";126;1;-1;0;"unknown";"no"
33;"blue-collar";"married";"primary";"no";-195;"no";"no";"unknown";20;"sep";9;1;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";1410;"yes";"no";"cellular";5;"feb";8;1;254;5;"failure";"no"
63;"retired";"married";"primary";"no";1084;"no";"no";"cellular";14;"oct";201;1;183;1;"success";"no"
51;"self-employed";"divorced";"primary";"no";10924;"no";"no";"cellular";6;"may";106;2;-1;0;"unknown";"no"
41;"management";"married";"tertiary";"no";832;"yes";"yes";"cellular";21;"nov";164;1;176;1;"failure";"no"
56;"retired";"married";"tertiary";"no";478;"no";"no";"cellular";5;"feb";97;1;-1;0;"unknown";"no"
60;"management";"single";"tertiary";"no";0;"no";"yes";"cellular";23;"jul";151;1;-1;0;"unknown";"no"
41;"self-employed";"single";"tertiary";"no";3950;"yes";"no";"unknown";30;"may";96;2;-1;0;"unknown";"no"
37;"management";"single";"unknown";"no";504;"yes";"no";"cellular";16;"apr";555;1;-1;0;"unknown";"no"
36;"blue-collar";"single";"secondary";"no";219;"yes";"yes";"cellular";11;"may";270;2;347;1;"failure";"no"
57;"management";"married";"tertiary";"no";1602;"no";"no";"cellular";29;"jul";339;3;-1;0;"unknown";"no"
55;"management";"married";"primary";"no";2587;"no";"no";"cellular";4;"sep";328;2;94;2;"success";"yes"
44;"admin.";"married";"secondary";"no";0;"yes";"yes";"unknown";16;"may";159;1;-1;0;"unknown";"no"
47;"self-employed";"married";"tertiary";"no";2303;"yes";"no";"cellular";6;"may";323;2;364;1;"failure";"no"
31;"blue-collar";"married";"secondary";"no";1660;"yes";"no";"cellular";20;"apr";342;1;-1;0;"unknown";"no"
35;"management";"married";"tertiary";"yes";32;"yes";"no";"cellular";21;"nov";180;1;-1;0;"unknown";"no"
39;"management";"married";"tertiary";"no";278;"no";"yes";"cellular";28;"jul";60;3;-1;0;"unknown";"no"
50;"management";"married";"tertiary";"no";4;"no";"no";"cellular";17;"nov";223;1;96;2;"failure";"no"
29;"management";"married";"tertiary";"no";318;"yes";"no";"cellular";18;"may";1434;2;356;4;"failure";"no"
30;"services";"single";"secondary";"no";209;"yes";"no";"unknown";6;"may";30;2;-1;0;"unknown";"no"
46;"services";"married";"secondary";"no";271;"yes";"no";"unknown";16;"may";134;4;-1;0;"unknown";"no"
27;"management";"single";"unknown";"no";3196;"no";"no";"cellular";9;"feb";10;2;-1;0;"unknown";"no"
48;"admin.";"divorced";"secondary";"no";4099;"no";"no";"cellular";2;"apr";397;2;-1;0;"unknown";"yes"
26;"student";"single";"secondary";"no";2572;"yes";"no";"cellular";5;"may";620;1;-1;0;"unknown";"no"
36;"management";"single";"tertiary";"no";339;"no";"no";"cellular";21;"nov";6;6;-1;0;"unknown";"no"
42;"blue-collar";"married";"primary";"no";0;"yes";"yes";"cellular";7;"may";209;2;-1;0;"unknown";"no"
50;"housemaid";"married";"primary";"no";395;"yes";"no";"unknown";15;"may";419;2;-1;0;"unknown";"no"
49;"blue-collar";"married";"secondary";"no";2039;"yes";"no";"cellular";18;"nov";283;2;-1;0;"unknown";"no"
45;"management";"married";"tertiary";"no";5450;"no";"no";"cellular";8;"aug";188;2;-1;0;"unknown";"no"
23;"student";"single";"secondary";"no";780;"no";"no";"cellular";16;"sep";267;1;-1;0;"unknown";"no"
38;"technician";"single";"secondary";"no";0;"yes";"no";"cellular";7;"apr";196;2;-1;0;"unknown";"no"
32;"management";"single";"tertiary";"no";8436;"yes";"no";"cellular";17;"apr";245;1;149;2;"failure";"no"
60;"technician";"single";"primary";"no";11262;"no";"no";"cellular";26;"aug";323;1;-1;0;"unknown";"yes"
30;"entrepreneur";"married";"secondary";"no";946;"yes";"no";"cellular";19;"nov";1065;1;183;1;"other";"no"
58;"housemaid";"married";"tertiary";"no";497;"no";"no";"unknown";11;"jun";138;5;-1;0;"unknown";"no"
60;"retired";"married";"primary";"no";55;"no";"no";"cellular";4;"jun";207;1;-1;0;"unknown";"no"
38;"services";"married";"secondary";"no";-140;"no";"no";"unknown";25;"jun";456;3;-1;0;"unknown";"no"
51;"technician";"married";"secondary";"no";-379;"yes";"no";"cellular";5;"aug";261;1;-1;0;"unknown";"no"
42;"admin.";"married";"secondary";"no";-396;"yes";"no";"cellular";11;"may";80;1;308;4;"failure";"no"
30;"services";"single";"secondary";"no";0;"yes";"no";"cellular";18;"may";131;6;363;9;"failure";"no"
40;"management";"married";"primary";"no";733;"yes";"no";"unknown";6;"jun";94;7;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";393;"yes";"no";"cellular";14;"may";567;3;275;4;"failure";"yes"
53;"technician";"divorced";"primary";"no";7290;"yes";"no";"unknown";30;"may";153;1;-1;0;"unknown";"no"
27;"services";"single";"secondary";"no";468;"yes";"no";"cellular";13;"may";109;1;-1;0;"unknown";"no"
39;"blue-collar";"married";"secondary";"no";0;"yes";"no";"cellular";30;"apr";53;1;325;1;"failure";"no"
39;"blue-collar";"married";"primary";"no";3705;"yes";"no";"unknown";16;"jun";77;1;-1;0;"unknown";"no"
59;"retired";"married";"tertiary";"no";9676;"no";"no";"telephone";27;"mar";234;2;-1;0;"unknown";"yes"
37;"services";"married";"secondary";"no";1328;"yes";"no";"telephone";13;"may";121;2;341;4;"failure";"no"
41;"blue-collar";"married";"primary";"no";8;"yes";"no";"cellular";15;"jul";155;2;-1;0;"unknown";"no"
45;"blue-collar";"married";"primary";"no";61;"no";"no";"cellular";17;"apr";108;1;-1;0;"unknown";"no"
48;"management";"married";"tertiary";"no";6613;"no";"no";"unknown";17;"jun";159;3;-1;0;"unknown";"no"
48;"technician";"married";"secondary";"no";302;"yes";"no";"unknown";26;"may";208;3;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";1005;"no";"no";"cellular";12;"may";215;1;-1;0;"unknown";"no"
35;"services";"married";"secondary";"no";109;"yes";"no";"unknown";6;"may";597;3;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";1240;"yes";"no";"cellular";4;"feb";505;2;260;1;"other";"no"
28;"blue-collar";"single";"primary";"no";0;"yes";"yes";"unknown";3;"jun";380;4;-1;0;"unknown";"no"
64;"retired";"married";"unknown";"no";2923;"no";"no";"cellular";12;"mar";120;1;-1;0;"unknown";"no"
35;"technician";"married";"secondary";"no";0;"no";"no";"cellular";27;"aug";106;4;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";43;"yes";"no";"cellular";14;"may";332;2;358;2;"failure";"no"
41;"technician";"married";"secondary";"no";288;"yes";"no";"unknown";15;"may";221;4;-1;0;"unknown";"no"
34;"admin.";"married";"secondary";"no";613;"yes";"no";"cellular";4;"jun";80;1;-1;0;"unknown";"no"
37;"technician";"single";"tertiary";"no";6101;"no";"no";"cellular";4;"may";60;5;87;1;"success";"no"
38;"blue-collar";"married";"primary";"no";168;"yes";"yes";"telephone";13;"may";212;3;-1;0;"unknown";"no"
39;"blue-collar";"married";"primary";"no";7685;"yes";"no";"cellular";14;"apr";493;3;-1;0;"unknown";"no"
35;"technician";"divorced";"tertiary";"no";4515;"yes";"no";"cellular";19;"nov";98;2;-1;0;"unknown";"no"
28;"blue-collar";"single";"secondary";"no";517;"no";"yes";"cellular";8;"jul";681;1;-1;0;"unknown";"yes"
27;"blue-collar";"single";"secondary";"no";148;"no";"no";"cellular";22;"jul";203;1;-1;0;"unknown";"no"
48;"retired";"married";"primary";"yes";-285;"no";"yes";"cellular";19;"nov";157;1;-1;0;"unknown";"no"
50;"blue-collar";"married";"secondary";"no";887;"no";"no";"unknown";16;"jun";287;1;-1;0;"unknown";"no"
45;"self-employed";"married";"secondary";"no";3098;"yes";"no";"cellular";7;"aug";159;2;-1;0;"unknown";"no"
41;"technician";"married";"tertiary";"no";744;"yes";"no";"unknown";14;"may";125;1;-1;0;"unknown";"no"
39;"technician";"married";"secondary";"no";130;"no";"no";"cellular";8;"jul";202;2;-1;0;"unknown";"no"
44;"management";"married";"secondary";"no";438;"yes";"no";"telephone";8;"may";37;3;303;1;"failure";"no"
54;"admin.";"married";"secondary";"no";0;"no";"no";"cellular";28;"jan";161;1;98;2;"failure";"yes"
49;"management";"married";"tertiary";"no";322;"no";"no";"cellular";6;"aug";72;4;-1;0;"unknown";"no"
34;"blue-collar";"single";"secondary";"no";186;"no";"no";"cellular";2;"feb";342;1;-1;0;"unknown";"no"
75;"retired";"divorced";"tertiary";"no";3810;"yes";"no";"cellular";16;"nov";262;1;183;1;"failure";"yes"
42;"management";"married";"tertiary";"no";0;"no";"no";"cellular";13;"aug";325;2;-1;0;"unknown";"no"
53;"blue-collar";"married";"secondary";"no";4380;"no";"no";"telephone";19;"aug";223;7;-1;0;"unknown";"no"
49;"management";"divorced";"tertiary";"no";755;"no";"no";"cellular";31;"jul";1212;4;-1;0;"unknown";"yes"
31;"services";"single";"secondary";"no";2070;"no";"no";"cellular";29;"aug";319;2;-1;0;"unknown";"no"
45;"blue-collar";"single";"primary";"no";999;"no";"no";"cellular";29;"jan";182;2;-1;0;"unknown";"no"
39;"self-employed";"married";"secondary";"no";167;"yes";"yes";"cellular";17;"jul";330;1;-1;0;"unknown";"no"
46;"technician";"married";"secondary";"no";1322;"yes";"yes";"cellular";19;"nov";514;1;-1;0;"unknown";"no"
42;"admin.";"divorced";"secondary";"no";1076;"yes";"no";"unknown";14;"may";213;1;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";502;"yes";"no";"cellular";7;"may";551;1;351;1;"failure";"no"
26;"technician";"single";"tertiary";"no";1216;"yes";"no";"cellular";16;"apr";472;2;-1;0;"unknown";"no"
37;"management";"single";"tertiary";"no";876;"yes";"no";"cellular";15;"apr";140;4;327;2;"failure";"no"
36;"services";"single";"secondary";"no";342;"yes";"no";"unknown";7;"may";142;1;-1;0;"unknown";"no"
29;"blue-collar";"single";"primary";"no";950;"yes";"no";"unknown";4;"jun";135;3;-1;0;"unknown";"no"
36;"blue-collar";"married";"primary";"no";973;"yes";"yes";"unknown";23;"may";293;1;-1;0;"unknown";"no"
26;"technician";"married";"tertiary";"no";3825;"yes";"no";"unknown";13;"may";107;1;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";2366;"yes";"no";"unknown";20;"may";127;2;-1;0;"unknown";"no"
40;"management";"married";"tertiary";"no";542;"yes";"no";"cellular";20;"nov";1816;1;-1;0;"unknown";"no"
53;"management";"married";"primary";"no";995;"no";"no";"cellular";4;"feb";200;3;-1;0;"unknown";"no"
29;"management";"married";"tertiary";"no";20;"yes";"no";"cellular";12;"may";418;1;-1;0;"unknown";"no"
34;"technician";"single";"tertiary";"no";228;"yes";"no";"cellular";22;"jul";387;4;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";130;"no";"no";"cellular";5;"may";156;1;337;3;"failure";"no"
56;"management";"married";"tertiary";"no";217;"no";"yes";"cellular";21;"jul";121;2;-1;0;"unknown";"no"
55;"entrepreneur";"divorced";"tertiary";"no";0;"no";"no";"unknown";6;"jun";108;2;-1;0;"unknown";"no"
31;"self-employed";"married";"tertiary";"no";259;"yes";"no";"cellular";7;"may";47;1;-1;0;"unknown";"no"
27;"admin.";"single";"secondary";"no";619;"yes";"no";"cellular";20;"apr";16;5;322;4;"other";"no"
36;"management";"married";"secondary";"no";644;"yes";"no";"cellular";18;"nov";54;2;-1;0;"unknown";"no"
44;"management";"married";"tertiary";"no";22;"yes";"no";"cellular";6;"aug";265;2;-1;0;"unknown";"no"
